epoch,acc,loss,val_acc,val_loss
37,0.6478804349899292,0.9447870850563049,0.6369462013244629,0.9882845878601074
38,0.6542547345161438,0.9328302145004272,0.6373641490936279,0.9847525358200073
39,0.6558570265769958,0.9237942695617676,0.6363889575004578,0.9890422821044922
40,0.6598975658416748,0.9137688279151917,0.6414042711257935,0.9736231565475464
41,0.6615695357322693,0.9089639782905579,0.6338813304901123,0.9887263178825378
42,0.6604897379875183,0.912842333316803,0.6348565220832825,0.9824525117874146
43,0.6650527715682983,0.9075164794921875,0.6369462013244629,0.9791538119316101
44,0.6611167192459106,0.9064617156982422,0.638617992401123,0.9788261651992798
45,0.6624403595924377,0.9031062722206116,0.6366676092147827,0.983967661857605
46,0.6639032959938049,0.9033348560333252,0.6363889575004578,0.9816051125526428
47,0.6641122698783875,0.9024400115013123,0.6340206265449524,0.9806438684463501
48,0.6649830937385559,0.9006075859069824,0.6368069052696228,0.9856680035591125
49,0.6644954681396484,0.8987630605697632,0.6375035047531128,0.9833123683929443
50,0.6653662323951721,0.8968217372894287,0.6383393406867981,0.9804140329360962
51,0.6672820448875427,0.8930395841598511,0.6383393406867981,0.9781933426856995
52,0.6656100749969482,0.898370087146759,0.6383393406867981,0.9748349189758301
53,0.6689191460609436,0.8856075406074524,0.6387572884559631,0.9735196828842163
54,0.6645999550819397,0.8901947736740112,0.637782096862793,0.9724602103233337
55,0.671148419380188,0.8850989937782288,0.638200044631958,0.9739224910736084
56,0.6707304120063782,0.8855428695678711,0.6394538879394531,0.9734988808631897
57,0.6745619773864746,0.88017338514328,0.638896644115448,0.9737542867660522
58,0.670347273349762,0.8831090927124023,0.6394538879394531,0.9740174412727356
59,0.6708349585533142,0.883862316608429,0.6359710097312927,0.9737095832824707
60,0.6725068688392639,0.882139265537262,0.6369462013244629,0.9747132658958435
61,0.6712877750396729,0.8847146034240723,0.638478696346283,0.9741965532302856
62,0.6712529063224792,0.8853181004524231,0.638478696346283,0.9734107255935669
63,0.6713573932647705,0.8812607526779175,0.6375035047531128,0.9721367359161377
64,0.6729596853256226,0.8778819441795349,0.6379214525222778,0.9736183285713196
65,0.6676651835441589,0.8840882182121277,0.6390359401702881,0.972679078578949
66,0.6733428835868835,0.8782809972763062,0.639314591884613,0.9726154804229736
67,0.6691977977752686,0.8840961456298828,0.638478696346283,0.9729070067405701
68,0.6704517602920532,0.8817111849784851,0.638617992401123,0.9740583896636963
69,0.6728203892707825,0.8806976675987244,0.6398718357086182,0.9727006554603577
70,0.6701382994651794,0.8846315145492554,0.638617992401123,0.9714357256889343
71,0.6679787039756775,0.885212779045105,0.638617992401123,0.9710165858268738
72,0.6736563444137573,0.8837825059890747,0.639314591884613,0.9713116884231567
73,0.6718798875808716,0.8810305595397949,0.6380607485771179,0.9733379483222961
74,0.670347273349762,0.8834779262542725,0.6398718357086182,0.9725215435028076
75,0.6703820824623108,0.8798644542694092,0.6404290795326233,0.972364068031311
76,0.6706607937812805,0.8837104439735413,0.6394538879394531,0.9729580879211426
77,0.6719843745231628,0.8797149658203125,0.638478696346283,0.9708643555641174
78,0.6745271682739258,0.8763353824615479,0.639314591884613,0.9713327884674072
79,0.6690236330032349,0.8825229406356812,0.6412649750709534,0.9727252125740051
80,0.6732035279273987,0.8782002925872803,0.6400111317634583,0.9720959067344666
81,0.6707304120063782,0.8767852187156677,0.6394538879394531,0.9721331596374512
82,0.6718450784683228,0.8798530101776123,0.6398718357086182,0.9725326299667358
83,0.6725765466690063,0.8791183829307556,0.639314591884613,0.9720595479011536
84,0.6716012358665466,0.8798394203186035,0.6407077312469482,0.9706797003746033
85,0.6743878126144409,0.8774163126945496,0.6401504874229431,0.9724032878875732
86,0.672228217124939,0.8775880932807922,0.6394538879394531,0.9731614589691162
87,0.672228217124939,0.8812350034713745,0.6411256790161133,0.9730403423309326
88,0.6701034307479858,0.8800299167633057,0.6415436267852783,0.9722834229469299
89,0.6704169511795044,0.8837863802909851,0.6408470273017883,0.9735414981842041
90,0.6763036251068115,0.8771296739578247,0.6401504874229431,0.9725803136825562
91,0.6783238649368286,0.8765018582344055,0.6412649750709534,0.9716830849647522
92,0.6720889210700989,0.8784736394882202,0.6401504874229431,0.9711142182350159
93,0.6734125018119812,0.8764074444770813,0.6402897834777832,0.9712024331092834
94,0.668988823890686,0.878758430480957,0.6412649750709534,0.9711878299713135
95,0.6736563444137573,0.8759840726852417,0.6418222188949585,0.9704481959342957
96,0.676791250705719,0.8742579817771912,0.6412649750709534,0.9699418544769287
97,0.6701034307479858,0.8774939179420471,0.6407077312469482,0.9705750346183777
98,0.6744226813316345,0.8763384819030762,0.6408470273017883,0.971666693687439
99,0.6718450784683228,0.878240704536438,0.6418222188949585,0.970937192440033
100,0.6727159023284912,0.8816084265708923,0.6414042711257935,0.969780683517456
101,0.6734821796417236,0.8760258555412292,0.6418222188949585,0.9708108305931091
102,0.6734125018119812,0.8732929229736328,0.6394538879394531,0.9709109663963318
103,0.6739349961280823,0.8754252791404724,0.6398718357086182,0.9720154404640198
104,0.674109160900116,0.877345621585846,0.6383393406867981,0.9725635051727295
105,0.6718798875808716,0.8794921636581421,0.6407077312469482,0.9699077606201172
106,0.6724720597267151,0.8764667510986328,0.6409863233566284,0.9704214930534363
107,0.6753283143043518,0.8729327321052551,0.6400111317634583,0.9720904231071472
108,0.6738653182983398,0.8774400949478149,0.6404290795326233,0.9699441194534302
109,0.6749451160430908,0.8729550838470459,0.6395931839942932,0.9701568484306335
110,0.6739349961280823,0.8781337738037109,0.6379214525222778,0.9701632857322693
111,0.6760249137878418,0.8704283833503723,0.6421008706092834,0.9707041382789612
112,0.6701382994651794,0.8782314658164978,0.6414042711257935,0.9692704081535339
